2259554 1
1051722 0
5090819 1
3449201 1
3556905 1
1930750 1
1925359 1
4382124 1
1369958 1
1415345 0
1430218 0
5435191 1
3677043 1
2931888 1
1274785 0
1191028 0
5356428 1
5450898 1
1203336 1
5771856 1
4624450 1
5713888 1
1209155 0
4183347 1
4624947 1
1467359 0
4272729 1
1174935 0
1075242 0
4073751 1
1625600 0
1938711 1
4895095 1
1028044 0
1004132 0
5449085 1
2187211 1
1018049 0
4383316 1
1035405 0
1173699 0
1007834 0
1067763 0
1613219 0
1086996 0
1159064 0
5559394 1
1070605 0
2408158 1
1132407 0
3986366 1
1222606 0
2484056 1
3787688 1
1150651 0
1535126 0
1645328 1
1111043 1
1107750 0
1073503 0
2739567 1
4787572 1
1152661 0
1055095 0
1032198 0
2481535 1
4559766 1
1189395 0
1280656 0
2165000 1
1138360 0
1196605 0
1240460 0
1096799 0
1141712 1
1208453 0
2228938 1
1020070 0
1517292 1
1022404 0
4615990 1
1611790 0
1147820 0
4618469 1
1038063 0
2991969 1
1009783 0
1338050 0
2818414 1
5530335 1
4655688 1
1142672 0
1325018 0
1554017 1
1053316 0
1209172 0
3143393 1
1057433 0
3257679 1
1623014 0
1130196 0
1530878 0
1518600 1
1065079 0
1144529 0
1112394 0
2505791 1
5983022 1
1169472 0
1695173 1
1663613 1
1061654 0
2289995 1
1474394 1
2439273 1
4780990 1
3917267 1
1027823 0
2732875 1
4467305 1
1169718 0
2795995 1
2879341 1
3547057 1
1130905 0
1291484 0
4572029 1
1162603 0
1004126 0
3837479 1
5893262 1
1098832 0
1207425 0
1345529 1
1216628 0
1462295 0
1159928 0
2698168 1
1053127 0
1480651 1
5482926 1
1329957 0
2067819 1
1796351 1
1269154 0
1184247 0
5175964 1
5769413 1
1455712 1
1263764 0
1028553 0
1605895 0
2450711 1
1284928 0
1375233 0
3055005 1
4106072 1
1511493 1
1139717 0
2542139 1
2712180 1
1062436 0
2549148 1
1308333 0
1163936 0
1171078 1
1280272 0
1085931 0
1153367 1
1003734 0
3845121 1
1099698 0
1144464 0
1144710 0
1415345 0
2592942 1
1096966 0
1696245 1
4403196 1
2990739 1
1034395 0
3907312 1
3558177 1
1480041 0
1009254 0
4095466 1
1102291 0
1719876 1
1309820 1
4673753 1
4546003 1
1100475 0
1122843 0
1220280 0
4338627 1
1154402 0
1052850 0
1209356 0
1108314 0
1462049 0
1108370 0
1607479 0
2028278 1
1526545 1
3857491 1
5780120 1
2053550 1
1419951 0
1260597 0
2390329 1
4340480 1
5920314 1
1285708 0
1054292 0
1237267 0
1166182 0
1204772 0
3667484 1
5501042 1
5268578 1
1056378 0
2089390 1
1354634 0
1049312 0
1183603 0
5487382 1
3091342 1
1166091 0
1052696 0
1203928 0
1923288 1
4467305 1
1162914 0
1025941 0
1649872 0
3165459 1
5662915 1
5665533 1
1369519 0
1804940 1
1151907 0
1781616 1
1024746 0
1583261 0
1033716 0
5568896 1
1063596 1
5571991 1
1292172 0
1206584 0
1111144 0
1178322 0
1311829 0
4304810 1
1172525 0
1035769 0
3592853 1
5394123 1
2910906 1
5809121 1
1299863 1
1178694 0
1152755 0
2532138 1
1347070 0
1146551 0
3576614 1
1027039 0
1066843 0
1181370 0
5190733 1
1063331 0
1048762 0
4415980 1
1410598 0
4822021 1
5712418 1
1155330 0
3943133 1
3225397 1
2735097 1
1201857 0
1824181 1
1145226 0
2942463 1
1479020 0
1709588 1
1181337 0
1130196 0
1553422 1
1093747 0
3153532 1
1057875 0
1137579 0
1166557 0
1042944 0
1709601 1
2945296 1
1178322 0
1208173 0
1044381 0
2053054 1
1006273 0
3871933 1
2087068 1
1263380 0
1567354 1
3230083 1
2964472 1
1292092 0
1023519 0
4789088 1
5017862 1
1539601 0
1225714 0
1102192 0
3383011 1
1136651 0
1066037 0
1146609 0
1004785 0
4355437 1
1153301 0
2259554 1
5117693 1
1674520 1
5656584 1
4979885 1
5818043 1
2655999 1
5442477 1
1252278 0
1047143 0
5736684 1
2765503 1
4041645 1
1147677 0
1096966 0
1091134 0
1589523 1
4570579 1
1003001 0
1001314 0
3934940 1
5878985 1
4739993 1
3168083 1
1007443 0
1268431 0
2498586 1
3697870 1
3803277 1
1067676 0
5057771 1
3698246 1
3379965 1
5783520 1
1471380 0
1701443 1
1150163 0
5318544 1
1099924 0
1064723 0
1045850 0
1280656 0
4001105 1
1057433 0
3459585 1
3840853 1
1207563 0
1035918 0
2761382 1
1177672 0
1197423 0
5585034 1
1292286 0
5015636 1
1293533 1
1070059 0
3452705 1
1198111 0
4760660 1
1047635 0
1038484 0
4137584 1
