1135273 0
4221340 1
2832812 1
1078648 0
4062560 1
1017465 0
1191246 0
1113296 0
2909881 1
5274060 1
3569021 1
1294094 0
1161587 0
1020802 0
1196827 0
1036634 0
1310522 0
3994710 1
3703767 1
1633243 1
1354943 0
4140583 1
1076385 0
1311410 0
1045070 0
3978760 1
2454469 1
1060196 0
3759783 1
5105288 1
1067211 0
3189828 1
1252149 0
1579965 0
4996867 1
1095540 0
1044178 0
1216846 0
5794757 1
2612831 1
1163679 0
5964089 1
3643915 1
1011022 0
5827214 1
1227968 0
1032046 0
1001275 0
1038090 0
1060648 0
1291024 0
1215881 0
1133834 0
1773841 1
1462865 1
1270725 0
1092213 0
2219145 1
1222472 0
1254184 0
1042152 0
1082242 0
1203569 0
5978380 1
2612144 1
2450709 1
5655024 1
1117960 0
1142321 0
1372696 0
5565426 1
1106855 0
1038971 0
4175894 1
2880622 1
3670980 1
4559766 1
1307546 0
1051722 0
2034734 1
4913076 1
4703365 1
3515994 1
1369322 0
1045913 0
1036297 0
4061048 1
4400984 1
1229362 0
1008922 0
2746924 1
1058355 0
4291267 1
3525925 1
2445831 1
5837460 1
1157419 0
1230799 0
1512238 0
1041350 0
1057112 0
1735297 1
4332047 1
5036740 1
1400453 0
3223083 1
1000382 0
1332555 1
1118034 0
1710408 1
1179968 0
1052575 0
3976013 1
2496060 1
1722421 1
1239025 0
1097411 0
1238837 0
5774146 1
4266341 1
1049746 0
1422774 0
2817100 1
5758042 1
1112985 0
4759013 1
1021066 0
1022977 0
5524024 1
3594023 1
1139330 0
4171382 1
4624106 1
3233745 1
1101575 0
4702117 1
1025700 0
1029426 0
1017533 0
1855316 1
5200302 1
3486530 1
1870595 1
1074617 0
2106350 1
2098596 1
1151830 0
1011447 0
1279246 0
5051218 1
1001275 0
3430750 1
1027653 0
1547220 1
1063379 0
2640872 1
3033806 1
5960507 1
4533462 1
1144848 0
1159086 0
3490895 1
1178694 0
2573755 1
1103043 0
4888407 1
1033033 0
5851809 1
1295233 0
4540519 1
4360144 1
1129347 1
1030145 0
1243352 0
2050032 1
1318001 0
1763728 1
1159444 0
1174452 0
1057941 0
1008124 0
2101253 1
1209715 0
5397071 1
5259520 1
1005798 0
1079092 0
5539328 1
4862781 1
3986973 1
5057771 1
1267424 0
1662753 0
4549490 1
1338599 0
1109798 1
1012336 0
1000032 0
1077128 0
1008720 1
2144278 1
1449916 1
1049106 0
2657464 1
1180289 0
5091337 1
4473757 1
1567096 1
1875417 1
2704727 1
2564289 1
1158904 0
4451937 1
1077442 0
1018581 0
1037747 0
5778455 1
3508056 1
4024891 1
1096893 0
1105201 1
1422514 1
2471307 1
1236294 0
1152579 0
3919586 1
1244001 0
2699249 1
1223340 0
1019370 0
1136662 0
2050032 1
2579416 1
1148752 0
1099981 0
3167898 1
3374983 1
3129595 1
1055345 0
1006227 0
1787088 1
4340480 1
5602283 1
4925210 1
1658454 1
1311620 0
1068383 0
1042712 0
5637431 1
5634086 1
1449916 1
1245690 0
1189246 0
1800608 1
1001617 0
2404917 1
1285708 0
1087698 1
4810519 1
3930100 1
1128587 0
1699892 1
1963222 1
5419448 1
2938883 1
1130093 0
1045342 0
2047775 1
1218443 0
4341233 1
1704206 1
4495754 1
1142912 0
1176334 0
1072927 0
1298741 0
5266265 1
1049331 0
2387075 1
2277159 1
1049072 0
1234662 0
3367572 1
5699485 1
1162914 0
3849522 1
1181337 0
1505166 0
1398027 0
5891233 1
1124413 0
1076691 0
4382356 1
2673840 1
1146530 0
1058307 0
1219773 0
1010256 0
1358246 0
1173930 0
5830300 1
4001105 1
1037124 0
1194012 0
1113372 0
1274175 0
3813630 1
1395851 1
5316993 1
1208979 0
1443234 1
1605205 1
4787152 1
1684283 1
1192615 0
1224202 0
1520914 1
3135020 1
2663520 1
1454039 0
1808443 1
3077720 1
1137166 0
2251458 1
1975278 1
6007651 1
1480651 1
6015793 1
1139330 0
1031178 0
2856280 1
3698339 1
1047143 0
1309458 0
1280858 0
5583925 1
2738876 1
1169266 0
1250043 0
5289319 1
1768715 1
1419930 0
4197697 1
2047441 1
1075402 0
1225591 1
1136662 0
1228873 0
4368179 1
1212642 1
1873846 1
2969302 1
1074579 0
1038225 0
3413527 1
3896925 1
1113296 0
1017246 0
1183420 0
1438822 0
1235851 0
1304274 0
1113639 0
1230683 0
1160837 0
5538852 1
1094276 0
1080040 1
2403512 1
1091134 0
1477556 0
3182731 1
1355982 0
1066369 0
1032067 0
1085663 0
1142594 0
3463343 1
1011521 0
1012917 0
3880912 1
1102675 0
1336750 1
1927526 1
2197280 1
1288352 0
3787727 1
1007834 0
1064806 0
1131032 0
1032198 0
4754671 1
1246738 0
1164582 0
4837940 1
1688998 1
1975278 1
5773719 1
1924508 1
1146609 0
1036147 0
3763232 1
1381457 0
1068383 0
1103606 0
1043523 0
5559394 1
1108755 0
2941738 1
3405576 1
2696127 1
2269212 1
5443317 1
5883214 1
1005161 0
1057362 0
1127728 0
3423561 1
1038141 0
3851077 1
1598400 1
1093148 0
1321120 1
1043449 0
1303030 1
1161324 1
1489199 0
4782738 1
2345280 1
1002229 0
5404074 1
5629758 1
4755432 1
2785488 1
1098625 0
4693310 1
1057516 0
1264305 0
3387891 1
1179209 0
1238983 0
1222535 0
4488920 1
1032826 0
1236294 0
1058230 0
1374326 0
1148327 1
1130470 0
1086479 0
1069349 0
1209428 0
2879091 1
1092235 0
1137025 0
1087605 0
1186230 0
1512129 0
4105867 1
4772516 1
1012917 0
4527966 1
1056378 0
1027021 0
5228441 1
3848238 1
1221289 0
4290415 1
1095108 0
4688512 1
5992590 1
1078377 0
3635813 1
4097522 1
1115402 0
5268991 1
1035769 0
1021344 0
2455409 1
5546187 1
1488116 1
1889479 1
5844030 1
4289118 1
1006483 0
3925793 1
5342037 1
1037759 0
5209420 1
1658454 1
1692893 1
1145283 0
1060196 0
2735097 1
3263223 1
5882408 1
4134981 1
4913905 1
1200739 0
5135982 1
1048704 0
4066301 1
2234631 1
1675725 1
1038063 0
1127046 0
1110948 0
4302396 1
2866676 1
1028565 0
4676433 1
4229075 1
3319536 1
1225945 0
1027144 0
1062692 0
3003984 1
5357867 1
5264355 1
1851544 1
1169910 0
1293838 0
1247919 0
4172455 1
1055481 0
1018469 0
1061855 0
1136029 1
1076691 0
1119843 0
2778368 1
4691367 1
1046292 0
1302977 0
2267829 1
3264565 1
1094431 0
1048361 0
1175375 0
2778520 1
1044961 0
1244550 1
1269792 0
1311829 0
5536600 1
1162953 0
1329508 1
5342310 1
1066264 0
5919148 1
1009533 0
4217853 1
1000457 0
1230137 0
1015446 0
1018694 0
2892507 1
1160853 1
1128251 0
1398277 0
1656935 1
1057543 0
1102504 0
5794757 1
2018569 1
1270347 0
1006012 0
2752148 1
4429944 1
3382871 1
2851241 1
1047011 0
1188279 0
4646125 1
5472517 1
3615092 1
1023620 0
3642419 1
5527903 0
5184228 1
1735689 1
1244224 0
1234070 0
4287398 1
1297728 0
1614546 0
1055095 0
1087664 0
5423450 1
4787096 1
1209532 0
3669321 1
1096893 0
1037759 0
1287217 0
3067280 1
1435302 0
4881406 1
1057263 0
4400984 1
1204540 0
1029426 0
1441001 0
1473747 0
5303329 1
1118744 0
5551658 1
1457767 1
1794171 1
5082146 1
5526986 1
2027004 1
1027039 0
1021963 0
2313528 1
1047009 0
4692089 1
5931927 1
1275723 0
1212140 0
1104844 0
2416273 1
1067977 0
1203882 0
1184247 0
1231789 0
1049495 0
5745036 1
3286865 1
1386303 0
5803384 1
1065064 0
1146530 0
1237672 0
5856641 1
1473978 1
5105288 1
1004637 0
1599709 0
1023100 0
1377826 0
1140328 0
1311620 0
4236794 1
2308149 1
3417120 1
3437202 1
5800258 1
2300326 1
1061930 0
5769924 1
4106072 1
6000983 1
2924516 1
3753207 1
5923488 1
3333533 1
1293488 0
2009761 0
1002375 0
2288548 1
1103043 0
5651247 1
1289421 0
1398221 0
1004039 0
2612942 1
1085582 0
1086032 0
1141474 0
5121273 1
1010386 1
3556648 1
1035592 0
1223421 0
1079092 0
1009783 0
2846828 1
4194910 1
1162642 0
5800258 1
4981777 1
5545821 1
4035504 1
1006569 0
3112745 1
1220118 0
3370856 1
1155577 0
2698168 1
1197252 0
1000382 0
4717817 1
5844301 1
4386442 1
4161942 1
1077555 1
1001977 0
1284928 0
3213354 1
2958659 1
2996860 1
1387166 0
4914631 1
4117360 1
1145661 0
2128839 1
1822273 1
5742710 1
1338879 0
1118034 0
1249647 0
1724752 1
3363023 1
1124589 0
1142672 0
1688520 1
5302243 1
1197601 0
1429181 0
2365728 1
1039334 0
1065542 0
1200739 1
1233139 0
4063118 1
1205141 0
2868754 1
5165991 1
1130533 0
1154920 0
2457485 1
1624678 1
1176688 0
1071183 1
3051881 1
1125898 0
4431694 1
1062376 0
1042469 0
1471944 0
1437936 0
4766578 1
1076937 0
4352170 1
3530726 1
1480877 1
1147677 0
4466871 1
1297433 0
1178189 0
1533406 1
2360597 1
2282064 1
2894178 1
4546244 1
2461466 1
1128180 0
1096203 1
1972170 1
4522332 1
1037747 0
2734321 1
1235360 0
1039334 0
1085760 0
1142594 0
1060957 0
1169361 0
1005581 0
3240094 1
1385101 0
1160519 0
1076844 0
1203587 0
4179290 1
2215891 1
1103095 0
1020850 0
5518474 1
3927910 1
5559333 1
2992234 1
1288831 0
4750118 1
5441922 1
1417281 1
4660222 1
1000756 0
4491300 1
1014685 0
1083126 0
1319375 1
4764662 1
1229327 0
4120349 1
1006706 0
1190482 0
1092213 0
1103021 1
1221261 0
1002517 0
1152689 0
3197543 1
2114565 1
1034395 0
5476900 1
